gene_id	type	motif_min_rank	min_motif_rank	min_q_val	min_enr_fold	min_pi_value	gene_name	description	ath_gene_id	ath_alias	gene_name_figs	Expressed gene	Gene description_DE	P value_DE	Avg_log2(FC)_DE	pct.1_DE	pct.2_DE	Adjusted P value_DE	Cluster_DE
Zm00001d051416	TG						Zm00001d051416	Heterodimeric geranylgeranyl pyrophosphate synthase small subunit chloroplastic	AT4G38460	SSU	Zm00001d051416 (SSU)	True							
Zm00001d052329	TG						Zm00001d052329	plastid transcriptionally active 6	AT1G21600	PTAC6	Zm00001d052329 (PTAC6)	True							
Zm00001d052941	TG						Zm00001d052941	zinc knuckle (CCHC-type) family protein	AT3G43590		Zm00001d052941	True							
Zm00001d053541	TG						Zm00001d053541	Putative FYVE zinc finger containing actin-binding-domain protein family	AT1G29800		Zm00001d053541	True							
Zm00001d053587	TG						Zm00001d053587	Putative U-box domain protein kinase family	AT2G19410		Zm00001d053587	True							
Zm00001d053672	TG						Zm00001d053672	Putative glycosyl hydrolase of unknown function (DUF1680)	AT5G12960		Zm00001d053672	True							
Zm00001d053862	TG						Zm00001d053862	Rhodanese-like domain-containing protein 19 mitochondrial	AT5G66170	STR18	Zm00001d053862 (STR18)	True							
Zm00001d053916	TG						Zm00001d053916	S-(+)-linalool synthase chloroplastic			Zm00001d053916	True							
Zm00001d053985	TG						Zm00001d053985	CONTAINS InterPro DOMAIN/s: Ubiquitin-conjugating enzyme E2C-binding protein (InterPro:IPR019193); Has 26 Blast hits to 25 proteins in 9 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 26; Viruses - 0; Other Eukaryotes - 0 (sourc /.../I BLink).	AT3G26750		Zm00001d053985	True							
Zm00001d043465	TG						Zm00001d043465	50S ribosomal protein L13 chloroplastic	AT5G42660		Zm00001d043465	True							
Zm00001d002105	TG						Zm00001d002105	V-type proton ATPase subunit D	AT3G58730		Zm00001d002105	True							
Zm00001d002192	TG						Zm00001d002192		AT4G03210	XTH9	Zm00001d002192 (XTH9)	True							
Zm00001d003613	TG						Zm00001d003613	Protein TIC 40 chloroplastic	AT5G16620	TIC40	Zm00001d003613 (TIC40)	True							
Zm00001d003945	TG						mouse DNA EBV homolog1	mouse DNA EBV homolog1	AT5G63530	FP3	mouse DNA EBV homolog1 (FP3)	True							
Zm00001d005590	TG						nucleobase:cation symporter5	Nucleobase-ascorbate transporter 2	AT2G34190		nucleobase:cation symporter5	True							
Zm00001d005848	TG						Zm00001d005848	RHOMBOID-like protein 10 chloroplastic	AT1G25290	RBL8	Zm00001d005848 (RBL8)	True							
Zm00001d006481	TG						Zm00001d006481	BNR/Asp-box repeat family protein	AT5G57700		Zm00001d006481	True							
Zm00001d009743	TG						pentatricopeptide repeat435	Pentatricopeptide repeat-containing protein	AT2G15690		pentatricopeptide repeat435	True							
Zm00001d011525	TG						MAP kinase19	Mitogen-activated protein kinase 20	AT2G42880	MPK20	MAP kinase19 (MPK20)	True							
Zm00001d011901	TG						photosystem II subunit28	Tetratricopeptide repeat (TPR)-like superfamily protein	AT4G28660	PSB28	photosystem II subunit28 (PSB28)	True							
Zm00001d012868	TG						carotene isomerase3	carotene isomerase3	AT1G57770		carotene isomerase3	True							
Zm00001d017363	TG						Zm00001d017363	Survival motor neuron containing protein	AT1G54380		Zm00001d017363	True							
Zm00001d018131	TG						Zm00001d018131	Chaperone protein dnaJ	AT5G16650		Zm00001d018131	True							
Zm00001d019399	TG						Zm00001d019399	Putative lipid-transfer protein DIR1	AT5G48485	DIR1	Zm00001d019399 (DIR1)	True							
Zm00001d020821	TG						Zm00001d020821	Pentatricopeptide repeat-containing protein	AT1G76280		Zm00001d020821	True							
Zm00001d020822	TG						Zm00001d020822				Zm00001d020822	True							
Zm00001d020902	TG						Zm00001d020902		AT1G04960		Zm00001d020902	True	nan	0.0	0.48805189477782795	0.9059999999999999	0.789	0.00010238079605935799	Bundle_sheath
Zm00001d024333	TG						Zm00001d024333	Mitochondrial pyruvate carrier 4	AT4G22310		Zm00001d024333	True							
Zm00001d025738	TG						Zm00001d025738	Sister chromatid cohesion 1 protein 2	AT5G40840	SYN2	Zm00001d025738 (SYN2)	True							
Zm00001d027248	TG						Zm00001d027248	OSJNBa0093O08.6 protein;  protein			Zm00001d027248	True							
Zm00001d027741	TG						Zm00001d027741	Pentatricopeptide repeat-containing protein			Zm00001d027741	True							
Zm00001d028064	TG						Zm00001d028064		AT5G43150		Zm00001d028064	True	nan	0.0	0.518719348064274	0.161	0.046	0.0	BSCs
Zm00001d030021	TG						brassinosteroid-signaling kinase2	BR-signaling kinase 2	AT5G46570	BSK2	brassinosteroid-signaling kinase2 (BSK2)	True							
Zm00001d030500	TG						GRAS-transcription factor 21		AT5G48150	PAT1	GRAS-transcription factor 21 (PAT1)	True							
Zm00001d030523	TG						Zm00001d030523	alpha/beta-Hydrolases superfamily protein	AT5G09430		Zm00001d030523	True							
Zm00001d030665	TG						Zm00001d030665	Membrane magnesium transporter	AT5G03345		Zm00001d030665	True							
Zm00001d033707	TG						Zm00001d033707	Microsomal glutathione s-transferase	AT1G65820		Zm00001d033707	True							
Zm00001d036448	TG						MAP kinase15	Putative MAP kinase family protein	AT1G18150	MPK8	MAP kinase15 (MPK8)	True							
Zm00001d036568	TG						Zm00001d036568	40S ribosomal protein S14-3	AT3G52580		Zm00001d036568	True							
Zm00001d037803	TG						JUMONJI-transcription factor 10	Probable lysine-specific demethylase JMJ14	AT1G08620	PKDM7D	JUMONJI-transcription factor 10 (PKDM7D)	True							
Zm00001d038497	TG						Zm00001d038497	Cyclin-T1-5	AT4G19600	CYCT1;4	Zm00001d038497 (CYCT1;4)	True							
Zm00001d038695	TG						gibberellin 2-oxidase7	gibberellin 2-oxidase7	AT1G78440	GA2OX1	gibberellin 2-oxidase7 (GA2OX1)	True							
Zm00001d039046	TG						Zm00001d039046	Protein ROOT INITIATION DEFECTIVE 3			Zm00001d039046	True							
Zm00001d039158	TG						Zm00001d039158		AT1G55160		Zm00001d039158	True							
Zm00001d039434	TG						zea agamous4	Agamous-like MADS-box protein AGL5	AT4G18960	AG	zea agamous4 (AG)	True							
Zm00001d043201	TG						high chlorophyll fluorescence148	ycf3 intracting protein homolog1	AT5G44650	Y3IP1	high chlorophyll fluorescence148 (Y3IP1)	True							
Zm00001d044553	TG						calcineurin B-like-interacting protein kinase31	CBL-interacting serine/threonine-protein kinase 8	AT4G24400	SnRK3.13	calcineurin B-like-interacting protein kinase31 (SnRK3.13)	True							
Zm00001d046297	TG						Zm00001d046297	Protodermal factor 1	AT2G42840	PDF1	Zm00001d046297 (PDF1)	True							
Zm00001d047191	TG						Zm00001d047191	Putative SAP DNA-binding domain family protein isoform 1%3B Putative SAP DNA-binding domain family protein isoform 2	AT4G39680		Zm00001d047191	True							
Zm00001d047843	TG						Zm00001d047843	Enolase	AT2G29560	ENOC	Zm00001d047843 (ENOC)	True							
Zm00001d048314	TG						Zm00001d048314	Protein kinase 2B chloroplastic	AT2G02800	Kin2	Zm00001d048314 (Kin2)	True							
Zm00001d049742	TG						Zm00001d049742	protein; Ternary complex factor-like	AT5G66600		Zm00001d049742	True							
Zm00001d003483	TG						Zm00001d003483	Cytokinin-O-glucosyltransferase 2	AT1G22360	UGT85A2	Zm00001d003483 (UGT85A2)	True							
Zm00001d006358	TG						Zm00001d006358				Zm00001d006358	True							
Zm00001d007474	TG						Zm00001d007474	protein; Wall-associated kinase 2-like protein	AT1G21240	WAK3	Zm00001d007474 (WAK3)	True							
Zm00001d008386	TG						Zm00001d008386	Monocopper oxidase-like protein SKU5	AT5G16520		Zm00001d008386	True							
Zm00001d010023	TG						Zm00001d010023	Nicotinamide adenine dinucleotide transporter 1 chloroplastic	AT2G47490	NDT1	Zm00001d010023 (NDT1)	True							
Zm00001d011767	TG						Zm00001d011767	DnaJ subfamily C member 7	AT5G03160	P58IPK	Zm00001d011767 (P58IPK)	True							
Zm00001d012536	TG						Zm00001d012536	Vacuolar protein sorting-associated protein 36	AT5G04920		Zm00001d012536	True							
Zm00001d013143	TG						Zm00001d013143		AT1G31335		Zm00001d013143	True							
Zm00001d015811	TG						Zm00001d015811	alpha/beta-Hydrolases superfamily protein	AT4G17150		Zm00001d015811	True							
Zm00001d015976	TG						Zm00001d015976	Probable lactoylglutathione lyase chloroplastic	AT1G67280		Zm00001d015976	True							
Zm00001d026162	TG						Zm00001d026162	Cortical cell-delineating protein	AT4G12520		Zm00001d026162	True							
Zm00001d029055	TG						Zm00001d029055	DNA-directed RNA polymerase I subunit 1	AT3G57660	NRPA1	Zm00001d029055 (NRPA1)	True							
Zm00001d031081	TG						Zm00001d031081	NagB/RpiA/CoA transferase-like superfamily protein	AT5G38640		Zm00001d031081	True							
Zm00001d032652	TG						Zm00001d032652	Metal-dependent phosphohydrolase	AT1G17330		Zm00001d032652	True	Metal-dependent phosphohydrolase	0.0	0.45528422746435904	0.66	0.209	0.0	Bundle_sheath
Zm00001d034486	TG						Zm00001d034486	Small GTP-binding protein domain	AT5G18570	EMB3138	Zm00001d034486 (EMB3138)	True							
Zm00001d037932	TG						Zm00001d037932	Transducin/WD40 repeat-like superfamily protein	AT3G06880		Zm00001d037932	True							
Zm00001d042193	TG						Zm00001d042193	Putative cullin-like protein 2	AT1G43140		Zm00001d042193	True							
Zm00001d042454	TG						Zm00001d042454	PSRP4	AT2G38140	PSRP4	Zm00001d042454 (PSRP4)	True							
Zm00001d030533	TG						Zm00001d030533	Pyridoxine/pyridoxamine 5'-phosphate oxidase 1 chloroplastic	AT5G49970	PPOX	Zm00001d030533 (PPOX)	True							
Zm00001d038595	TG						Zm00001d038595	myosin heavy chain-related	AT1G50660		Zm00001d038595	True							
Zm00001d001880	TG						Zm00001d001880	Whole genome shotgun sequence of line PN40024 scaffold_63.assembly12x (Fragment)			Zm00001d001880	True							
Zm00001d002034	TG						Zm00001d002034	6%2C7-dimethyl-8-ribityllumazine synthase	AT2G44050	COS1	Zm00001d002034 (COS1)	True							
Zm00001d002213	TG						Zm00001d002213	Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family	AT1G61760		Zm00001d002213	True							
Zm00001d002391	TG						Zm00001d002391	Ubiquitin-specific protease family C19-related protein	AT1G78880		Zm00001d002391	True							
Zm00001d002810	TG						Zm00001d002810	SH3 domain-containing protein 2	AT4G34660		Zm00001d002810	True							
Zm00001d003783	TG						Zm00001d003783				Zm00001d003783	True							
Zm00001d003846	TG						Zm00001d003846	Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein	AT5G24650		Zm00001d003846	True	nan	0.0	0.3518224170200969	0.104	0.033	9e-05	BSCs
Zm00001d004546	TG						Zm00001d004546				Zm00001d004546	True							
Zm00001d004621	TG						Zm00001d004621	Peptide transporter PTR2	AT1G27040	NPF4.5	Zm00001d004621 (NPF4.5)	True							
Zm00001d004691	TG						Zm00001d004691	Serine carboxypeptidase-like 43	AT5G42240	scpl42	Zm00001d004691 (scpl42)	True							
Zm00001d005264	TG						Zm00001d005264	Tetratricopeptide repeat (TPR)-like superfamily protein	AT5G35430		Zm00001d005264	True							
Zm00001d006608	TG						Zm00001d006608	Whole genome shotgun sequence of line PN40024 scaffold_35.assembly12x (Fragment)	AT1G11120		Zm00001d006608	True							
Zm00001d006682	TG						Zm00001d006682	Protein indeterminate-domain 11	AT1G03840	MGP	Zm00001d006682 (MGP)	True							
Zm00001d007068	TG						math-btb16	BTB/POZ and MATH domain-containing protein 2	AT5G19000	BPM1	math-btb16 (BPM1)	True							
Zm00001d008209	TG						Zm00001d008209	Peptidyl-prolyl cis-trans isomerase	AT3G62030	ROC4	Zm00001d008209 (ROC4)	True							
Zm00001d008569	TG						Zm00001d008569	Delta(7)-sterol-C5(6)-desaturase 1	AT3G02580	STE1	Zm00001d008569 (STE1)	True							
Zm00001d009404	TG						Zm00001d009404	aspartate-glutamate racemase family	AT1G15410		Zm00001d009404	True							
Zm00001d010240	TG						Zm00001d010240	alpha/beta-Hydrolases superfamily protein	AT5G38520		Zm00001d010240	True							
Zm00001d012178	TG						Zm00001d012178	Rhodanese-like domain-containing protein 4A chloroplastic	AT3G25480		Zm00001d012178	True							
Zm00001d012598	TG						Zm00001d012598	40S ribosomal protein S25-2	AT2G21580		Zm00001d012598	True							
Zm00001d013007	TG						ADP-ribosylation factor homolog1	ADP-ribosylation factor homolog1	AT5G14670	ATARFA1B	ADP-ribosylation factor homolog1 (ATARFA1B)	True	 ADP-ribosylation factor homolog1	0.0	1.0288302839076802	0.33	0.151	0.0	BSCs
Zm00001d013544	TG						Zm00001d013544	Serine/threonine protein phosphatase 2A 57 kDa regulatory subunit B' beta isoform	AT3G09880	ATB' BETA	Zm00001d013544 (ATB' BETA)	True							
Zm00001d014435	TG						Zm00001d014435	D-xylose-proton symporter-like 1	AT5G17010		Zm00001d014435	True							
Zm00001d015406	TG						Zm00001d015406	Succinate-semialdehyde dehydrogenase mitochondrial	AT1G79440	SSADH1	Zm00001d015406 (SSADH1)	True							
Zm00001d016999	TG						Zm00001d016999		AT4G27610		Zm00001d016999	True							
Zm00001d017251	TG						eceriferum1	Protein ECERIFERUM 1	AT1G02205	CER22	eceriferum1 (CER22)	True							
Zm00001d018060	TG						Zm00001d018060	Exocyst complex component SEC6	AT1G71820	SEC6	Zm00001d018060 (SEC6)	True							
Zm00001d018061	TG						Zm00001d018061	Shikimate kinase	AT2G21940	SK1	Zm00001d018061 (SK1)	True	Shikimate kinase  	0.0	0.479453544384935	1.0	0.946	0.0	Bundle_sheath
Zm00001d018328	TG						Zm00001d018328	RING/U-box superfamily protein	AT4G32600		Zm00001d018328	True							
Zm00001d018333	TG						diacylglycerol kinase6	Diacylglycerol kinase	AT4G30340	DGK7	diacylglycerol kinase6 (DGK7)	True							
Zm00001d020571	TG						Zm00001d020571	Transcription initiation factor TFIID subunit 10	AT4G31720	TAFII15	Zm00001d020571 (TAFII15)	True							
Zm00001d020901	TG						Zm00001d020901	Putative BPI/LBP family protein	AT3G20270		Zm00001d020901	True							
Zm00001d021140	TG						Zm00001d021140	Aleurone layer morphogenesis protein;  protein	AT1G05950		Zm00001d021140	True							
Zm00001d021435	TG						light harvesting chlorophyll a/b binding protein2	Chlorophyll a-b binding protein 1%2C chloroplastic	AT2G34420	LHCB1.5	light harvesting chlorophyll a/b binding protein2 (LHCB1.5)	True							
Zm00001d021699	TG						Zm00001d021699		AT4G23230	CRK15	Zm00001d021699 (CRK15)	True							
Zm00001d022427	TG						C3H-transcription factor 320	Nucleic acid binding protein	AT3G51950		C3H-transcription factor 320	True							
Zm00001d023630	TG						Zm00001d023630	TPX2 (targeting protein for Xklp2) protein family	AT3G27350		Zm00001d023630	True							
Zm00001d026205	TG						Zm00001d026205				Zm00001d026205	True							
Zm00001d027349	TG						Zm00001d027349	Tetratricopeptide repeat (TPR)-like superfamily protein	AT3G53170		Zm00001d027349	True							
Zm00001d027533	TG						Zm00001d027533	LysM domain-containing GPI-anchored protein 2	AT2G17120	LYP1	Zm00001d027533 (LYP1)	True							
Zm00001d027749	TG						sulfate transporter4	Sulfate transporter 3.1	AT3G51895	SULTR3;1	sulfate transporter4 (SULTR3;1)	True							
Zm00001d027763	TG						Zm00001d027763	Plant-specific domain TIGR01615 family protein	AT2G38820		Zm00001d027763	True							
Zm00001d028474	TG						Zm00001d028474	Beta-galactosidase	AT2G28470	BGAL8	Zm00001d028474 (BGAL8)	True	Beta-galactosidase  	0.0	0.415534862777502	0.47200000000000003	0.07299999999999998	0.0	Bundle_sheath
Zm00001d028868	TG						Zm00001d028868	Acetate/butyrate--CoA ligase AAE7 peroxisomal	AT3G16910	ACN1	Zm00001d028868 (ACN1)	True							
Zm00001d028896	TG						Zm00001d028896	ARM repeat superfamily protein	AT5G26850		Zm00001d028896	True							
Zm00001d028962	TG						WRKY-transcription factor 32	WRKY55-superfamily of TFs having WRKY and zinc finger domains	AT2G40740	WRKY55	WRKY-transcription factor 32 (WRKY55)	True							
Zm00001d029102	TG						Zm00001d029102	Dormancy-associated protein homolog 3	AT1G56220		Zm00001d029102	True							
Zm00001d030985	TG						Zm00001d030985	E3 ubiquitin protein ligase DRIP2	AT2G30580	DRIP2	Zm00001d030985 (DRIP2)	True							
Zm00001d031163	TG						Zm00001d031163	Haloacid dehalogenase-like hydrolase (HAD) superfamily protein	AT5G45170		Zm00001d031163	True	Haloacid dehalogenase-like hydrolase (HAD) superfamily protein	0.0	0.5512967546741789	0.623	0.112	0.0	Bundle_sheath
Zm00001d033128	TG						Zm00001d033128	60S ribosomal protein L10-3	AT1G66580	SAG24	Zm00001d033128 (SAG24)	True							
Zm00001d033666	TG						Zm00001d033666	Probable plastid-lipid-associated protein 4 chloroplastic	AT3G26070		Zm00001d033666	True							
Zm00001d036215	TG						MAP kinase7	MAP kinase7	AT2G43790	MPK6	MAP kinase7 (MPK6)	True							
Zm00001d036706	TG						Zm00001d036706				Zm00001d036706	True							
Zm00001d036740	TG						Zm00001d036740	Sterile alpha motif (SAM) domain-containing protein	AT1G15760		Zm00001d036740	True							
Zm00001d037148	TG						Zm00001d037148				Zm00001d037148	True							
Zm00001d037775	TG						Zm00001d037775	Probable lactoylglutathione lyase chloroplastic	AT1G67280		Zm00001d037775	True							
Zm00001d038996	TG						gibberellin 2-oxidase8	gibberellin 2-oxidase8	AT1G78440	GA2OX1	gibberellin 2-oxidase8 (GA2OX1)	True							
Zm00001d039043	TG						Zm00001d039043	Aspartic proteinase A1	AT1G11910	ATAPA1	Zm00001d039043 (ATAPA1)	True	Aspartic proteinase A1	0.0	0.56211061383601	0.226	0.093	1e-06	BSCs
Zm00001d041307	TG						Zm00001d041307	Serine/threonine-protein phosphatase BSL3	AT1G08420	BSL2	Zm00001d041307 (BSL2)	True							
Zm00001d043182	TG						cytidine methyl kinase1	cytidine methyl kinase1	AT2G26930	PDE277	cytidine methyl kinase1 (PDE277)	True	 cytidine methyl kinase1	0.0	0.9761011118157801	0.925	0.364	0.0	Bundle_sheath
Zm00001d045269	TG						multidrug resistance-associated protein3	Multidrug resistance-associated protein3	AT3G59140	MRP14	multidrug resistance-associated protein3 (MRP14)	True	Multidrug resistance-associated protein3  	0.0	-0.8331348204635219	0.29100000000000004	0.107	0.0	BSCs
Zm00001d045431	TG						enolase1	Enolase 1	AT2G36530	LOS2	enolase1 (LOS2)	True							
Zm00001d046934	TG						Zm00001d046934				Zm00001d046934	True							
Zm00001d046971	TG						Zm00001d046971	Filamentation temperature-sensitive H 2A isoform 1%3B Filamentation temperature-sensitive H 2A isoform 2%3B Filamentation temperature-sensitive H 2A isoform 3	AT2G30950	VAR2	Zm00001d046971 (VAR2)	True	Filamentation temperature-sensitive H 2A isoform 1%3B Filamentation temperature-sensitive H 2A isoform 2%3B Filamentation temperature-sensitive H 2A isoform 3  	0.0	0.46191079359035203	0.161	0.062	5.7e-05	BSCs
Zm00001d047787	TG						histone2A1	Histone H2A	AT5G02560	HTA12	histone2A1 (HTA12)	True							
Zm00001d047965	TG						translocon at outer membrane of chloroplast34	translocon at outer membrane of chloroplast34	AT5G05000	TOC34	translocon at outer membrane of chloroplast34 (TOC34)	True							
Zm00001d048049	TG						Zm00001d048049	Protein VAC14 homolog	AT2G01690		Zm00001d048049	True							
Zm00001d048566	TG						Zm00001d048566	Plant UBX domain-containing protein 10	AT4G10790		Zm00001d048566	True							
Zm00001d048741	TG						Zm00001d048741	Nuclear pore complex protein NUP107	AT3G14120		Zm00001d048741	True							
Zm00001d049583	TG						Zm00001d049583	Chaperone protein dnaJ A6 chloroplastic	AT2G22360	DJA6	Zm00001d049583 (DJA6)	True							
Zm00001d049712	TG						Zm00001d049712	nucleic acid binding;RNA binding	AT2G02570		Zm00001d049712	True							
Zm00001d050172	TG						Zm00001d050172		AT1G16170		Zm00001d050172	True							
Zm00001d052037	TG						Zm00001d052037				Zm00001d052037	True							
Zm00001d052809	TG						Zm00001d052809	Heat shock protein 90-5 chloroplastic	AT2G04030	HSP90.5	Zm00001d052809 (HSP90.5)	True							
Zm00001d053807	TG						Zm00001d053807	Porphobilinogen deaminase chloroplastic	AT5G08280	RUG1	Zm00001d053807 (RUG1)	True							
